Tax revenue,Year,Customs duties,Personal Income Tax,Excise duties,Corporation tax
8.491861970857554,2012,1.3265297128805476,1.607517299314163,1.6167545887981096,2.925370599023915
8.855448763418106,2013,1.3139995291444702,1.8387896169083373,1.49760930648451,3.101503014701916
9.219272407836863,2014,1.305878667982129,1.9215272966942376,1.5682399501294206,3.177647614568168
8.964610796268957,2015,1.2237176037175923,1.6408942754116436,2.094223282369876,2.6208733287143957
9.672913879104824,2016,1.1889186375195469,1.9779653254020566,2.5125975472822453,2.5992994116972863
10.408768247572198,2017,0.7018691201037455,2.189880851157338,1.8495727207743253,2.9311153175883975
11.38011580033669,2018,0.5662277225234369,2.560733382149028,1.7044399044704481,3.072145286819617
